"FORMULARIO","Depto","Mun","Fraccion","Radio","Viv","NroHogar","PM","Zon","Tipo_viv","CantidadPersonas","PersonaMayorCuatro","Personas_temporales","CantidadCochera","Hogar_Vehículo","CantidadVehículos","Tipo_vehículo_1","Propiedad_vehículo_1","MarcaVehículo_1","Combustible_1","Gasto_combustible_1","GastoCochera_1","GastoPatente_1","GastoSeguro_1","GastosTotal_1","MarcaVehículo_2","MarcaVehículo_3","HogarMoto","CantidadMotos","HogarCiclomotor","CantidadCiclomotores","HogarBicicleta","CantidadBicicletas","Plan_social","HogarIngresos","RangoIngresos","promedio_ingreso","IngresoT1","IngresoT2","HogarGastoTotal","RangoGastoTotal","promedio_gastototal","GastoT1","GastoT2","HogarGastosAlimentos","RangoGastosAlimentos","promedio_gasto_alimentos","GastoA1","HogarGastosTransporte","RangoGastosTransporte","Ingresoagregado_pers","IngresoTotalFinal","bienestar","FEX"
865,28,30,7,2,137,1,130,12,"Casa",5,5,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","2500","97","97","2500","2500","2000","97","97","2000","2000","385","97","97","385",NA,NA,"1150","2500","No Pobre",39.1301169590643
868,28,30,19,4,265,1,126,7,"Casa",9,7,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No","1700","97","97","1700","1700","1700","97","97","1700","1700","1300","97","97","1300","500","97","1880","1880","No Pobre",56.8003878730522
869,28,30,19,4,173,2,126,7,"Casilla / Rancho en villa de emergencia",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"Sí",NA,"Menor o igual a $870","435","435","435",NA,"$871 a $1740","1305","1305","1305","300","97","97","300","200","97","240","435","Indigente",56.8003878730522
870,28,30,12,12,151,1,306,18,"Casa",5,5,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","owlsvagen   ","Nafta / Alconafta","900","98","40","110","150","NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","4000","97","97","4000","4000","4000","97","97","4000","4000",NA,"$1051 a $1400","1225","1225","100","97","2000","4000","No Pobre",43.5749226006192
871,28,30,12,12,131,1,306,18,"Casa",4,4,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","wolsvagen   ","Nafta / Alconafta","400","98","50","150","200","NULL        ","NULL        ","No",NA,"No",NA,"Sí","3","No","5000","97","97","5000","5000","4000","97","97","4000","4000","1500","97","97","1500","200","97","4500","5000","No Pobre",43.5749226006192
872,28,30,2,12,21,1,127,1,"Casa",3,3,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","wolsvagen   ","Nafta / Alconafta","100","100","120","200","420","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","3500","97","97","3500","3500","2500","97","97","2500","2500","1000","97","97","1000",NA,NA,"2000","3500","No Pobre",49.5541350443311
873,28,30,19,4,228,2,126,7,"Casilla / Rancho en villa de emergencia",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"Sí",NA,"Menor o igual a $870","435","435","435","650","97","97","650","650","400","97","97","400","89","97","982","982","Pobre",56.8003878730522
874,28,30,12,12,90,1,306,18,"Casa",4,3,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","fiat        ","Nafta / Alconafta","200","98","98","80","80","NULL        ","NULL        ","No",NA,"No",NA,"Sí","3","No","2000","97","97","2000","2000","2000","97","97","2000","2000","1500","97","97","1500","30","97","1700","2000","No Pobre",43.5749226006192
875,28,30,19,4,117,1,126,7,"Casilla / Rancho en villa de emergencia",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","Sí","600","97","97","600","600",NA,"Menor o igual a $870","435","435","435","400","97","97","400",NA,NA,"960","960","Pobre",56.8003878730522
877,28,30,5,9,105,1,147,3,"Departamento",2,2,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso laboral","peugeot     ","Nafta / Alconafta","345","98","98","98","98","NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","1500","97","97","1500","1500","1000","97","97","1000","1000","900","97","97","900","50","97","1500","1500","No Pobre",75.5900672069
878,28,30,5,9,131,1,147,3,"Casa",6,6,0,1,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","Sí","2500","97","97","2500","2500","2000","97","97","2000","2000","1500","97","97","1500","150","97","1900","2500","No Pobre",75.5900672069
880,28,30,12,12,196,1,117,18,"Casa",1,1,3,1,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No","1500","97","97","1500","1500","1500","97","97","1500","1500","700","97","97","700","200","97","1500","1500","No Pobre",89.6131851851852
881,28,30,5,9,118,1,147,3,"Casa",4,4,0,1,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","6000","97","97","6000","6000","5000","97","97","5000","5000","4000","97","97","4000","4000","97","6000","6000","No Pobre",75.5900672069
882,28,30,12,12,107,1,117,18,"Casa",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","2800","97","97","2800","2800","2000","97","97","2000","2000","1200","97","97","1200",NA,NA,"2800","2800","No Pobre",89.6131851851852
883,28,30,5,9,169,1,147,3,"Casa",1,1,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","wolsvagen   ","Nafta / Alconafta","400","98","190","200","390","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2500","97","97","2500","2500","900","97","97","900","900","600","97","97","600",NA,NA,"2500","2500","No Pobre",75.5900672069
884,28,30,19,3,416,1,106,7,"Dpto. tipo casa (PH) o de pasillo",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1000","97","97","1000","1000","1000","97","97","1000","1000","600","97","97","600","60","97","1000","1000","Pobre",41.8207524687622
885,28,30,19,3,43,1,106,7,"Dpto. tipo casa (PH) o de pasillo",1,1,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","wolsvagen   ","Nafta / Alconafta","700","90","180","230","500","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","3000","97","97","3000","3000","1500","97","97","1500","1500","1000","97","97","1000",NA,NA,"3000","3000","No Pobre",41.8207524687622
886,28,30,2,12,49,1,127,1,"Departamento",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2000","97","97","2000","2000","1600","97","97","1600","1600","900","97","97","900","22","97","2300","2300","No Pobre",49.5541350443311
888,28,30,12,9,13,1,302,18,"Casa",2,2,0,0,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","fiat        ","Nafta / Alconafta","300","98","45","120","165","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2500","97","97","2500","2500","3000","97","97","3000","3000",NA,NA,NA,NA,NA,NA,"2500","2500","No Pobre",28.6920903954802
889,28,30,12,9,168,1,302,18,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","5000","97","97","5000","5000","4000","97","97","4000","4000","700","97","97","700","5","97","5400","5400","No Pobre",28.6920903954802
890,28,30,12,9,124,1,302,18,"Casa",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"Sí","2","No","5000","97","97","5000","5000","4300","97","97","4300","4300","800","97","97","800","70","97","4700","5000","No Pobre",28.6920903954802
891,28,30,2,10,10,1,205,1,"Casa",3,3,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","mercedez ben","Nafta / Alconafta","345","98","98","98","98","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10785","10785","No Pobre",100.334872815339
893,28,30,2,10,112,1,205,1,"Casa",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",100.334872815339
894,28,30,2,15,7,1,312,1,"Departamento",1,1,2,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","chevrolet   ","Gasoil / Diesel","300","98","98","222","222","NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2000","97","97","2000","2000","500","97","97","500","500",NA,NA,NA,NA,NA,NA,"2000","2000","No Pobre",84.9774947573014
895,28,30,2,10,132,1,205,1,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","5300","97","97","5300","5300","3300","97","97","3300","3300","2000","97","97","2000","200","97","5300","5300","No Pobre",100.334872815339
896,28,30,2,10,173,1,205,1,"Casa",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","3","No","7000","97","97","7000","7000","4500","97","97","4500","4500","2400","97","97","2400","100","97","7000","7000","No Pobre",100.334872815339
897,28,30,2,10,213,1,205,1,"Departamento",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1500","97","97","1500","1500","1270","97","97","1270","1270","200","97","97","200","30","97","1500","1500","No Pobre",100.334872815339
899,28,30,19,4,247,1,126,7,"Casilla / Rancho en villa de emergencia",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","1800","97","97","1800","1800",NA,"$871 a $1740","1305","1305","1305","600","97","97","600","160","97","1800","1800","No Pobre",56.8003878730522
900,28,30,19,4,284,1,126,7,"Casilla / Rancho en villa de emergencia",6,5,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1300","97","97","1300","1300","500","97","97","500","500","500","97","97","500","96","97","1300","1300","Pobre",56.8003878730522
904,28,30,6,13,94,1,131,21,"Pieza de inquilinato",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1800","97","97","1800","1800","1000","97","97","1000","1000","800","97","97","800","70","97","1800","1800","No Pobre",53.1855370141682
906,28,30,6,13,261,1,131,21,"Casa",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","2","No",NA,"No",NA,"No","7000","97","97","7000","7000","1800","97","97","1800","1800","1000","97","97","1000","100","97","6500","7000","No Pobre",53.1855370141682
909,28,30,1,3,187,1,102,8,"Casilla / Rancho aislado",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","500","97","97","500","500","500","97","97","500","500","250","97","97","250","15","97","500","500","Indigente",58.4629031018764
910,28,30,1,3,147,1,102,8,"Casilla / Rancho aislado",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No",NA,NA,NA,NA,"1000","1000","97","97","1000","1000","600","97","97","600","50","97","1500","1500","No Pobre",58.4629031018764
913,28,30,23,11,292,1,219,6,"Casa",4,4,1,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","No","700","97","97","700","700","600","97","97","600","600","150","97","97","150","110","97","840","840","Pobre",41.9509642556518
914,28,30,2,15,152,1,312,1,"Departamento",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","3000","97","97","3000","3000","1995","97","97","1995","1995","1000","97","97","1000","5","97","1500","3000","No Pobre",84.9774947573014
915,28,30,2,15,103,1,312,1,"Departamento",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","400","97","97","400","400","340","97","97","340","340","50","97","97","50","10","97","400","400","Indigente",84.9774947573014
917,28,30,19,4,6,1,126,7,"Casa",7,7,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","780","97","97","780","780","500","97","97","500","500","350","97","97","350",NA,NA,"880","880","Pobre",56.8003878730522
918,28,30,1,5,17,1,144,8,"Casa",4,4,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2000","97","97","2000","2000","2000","97","97","2000","2000","1000","97","97","1000","400","97","1600","2000","No Pobre",7.19307970101621
919,28,30,1,5,27,1,144,8,"Casa",1,1,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1200","97","97","1200","1200","800","97","97","800","800","600","97","97","600","100","97","1200","1200","Pobre",7.19307970101621
920,28,30,1,5,25,1,144,8,"Departamento",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","3000","97","97","3000","3000","900","97","97","900","900","800","97","97","800","50","97","3000","3000","No Pobre",7.19307970101621
921,28,30,12,2,310,1,238,20,"Casa",6,5,0,1,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","1500","97","97","1500","1500","1000","97","97","1000","1000","400","97","97","400","200","97","1480","1500","No Pobre",38.0263183108677
923,28,30,8,12,336,1,148,24,"Departamento",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","1650","97","97","1650","1650","700","97","97","700","700","280","97","97","280","80","97","1650","1650","No Pobre",74.5670316098608
924,28,30,8,12,581,1,148,24,"Casa",3,3,0,1,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"Sí","2","No","2000","97","97","2000","2000","1500","97","97","1500","1500","500","97","97","500",NA,NA,"2000","2000","No Pobre",74.5670316098608
925,28,30,12,2,168,1,315,20,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","3800","97","97","3800","3800","2200","97","97","2200","2200","1000","97","97","1000","150","97","3800","3800","No Pobre",26.3589965397924
926,28,30,12,2,67,1,315,20,"Casa",2,2,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","2000","97","97","2000","2000","900","97","97","900","900","350","97","97","350","80","97","2000","2000","No Pobre",26.3589965397924
927,21,20,5,14,160,1,317,27,"Casa",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"Sí","1500","97","97","1500","1500","800","97","97","800","800","400","97","97","400","300","97","1400","1500","No Pobre",53.2609126984127
928,28,10,18,1,377,1,150,25,"Casa",3,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"No",NA,"No","2400","97","97","2400","2400","2400","97","97","2400","2400","1500","97","97","1500","300","97","2700","2700","No Pobre",159.598703703704
929,21,20,5,14,149,1,317,27,"Casa",5,5,0,1,"Si","1","Auto","Propio de algún miembro del hogar para uso particular","fiat        ","Nafta / Alconafta","20","98","30","120","270","NULL        ","NULL        ","No",NA,"No",NA,"Sí","3","Sí","1600","97","97","1600","1600","1000","97","97","1000","1000","800","97","97","800","300","97","1600","1600","No Pobre",53.2609126984127
932,28,30,1,5,33,1,144,8,"Casa",4,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","Sí","1","No",NA,"No",NA,"No","1400","97","97","1400","1400","1400","97","97","1400","1400","800","97","97","800","100","97","1400","1400","No Pobre",7.19307970101621
934,21,20,5,14,227,1,317,27,"Casa",4,3,0,0,"No",NA,NA,NA,"NULL        ",NA,NA,NA,NA,NA,NA,"NULL        ","NULL        ","No",NA,"No",NA,"Sí","2","No","700","97","97","700","700","400","97","97","400","400","300","97","97","300","100","97","700","700","Pobre",53.2609126984127
935,28,30,8,12,551,1,148,24,"Casa",4,4,0,1,"Si","1","Auto","Prestado o alquilado","fiat        ","Nafta + GNC","300","98","71","171","500","NULL        ","NULL        ","No",NA,"No",NA,"Sí","1","Sí","3000","97","97","3000","3000","2500","97","97","2500","2500","2000","97","97","2000","1200","97","3080","3080","No Pobre",74.5670316098608
